species_scientific,age_years,dbh_cm,height_m,source_for_growth
Tectona grandis,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,15,25.3,16.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,16,25.72,17.07,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,17,26.08,17.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,18,26.38,17.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,19,26.65,17.95,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,20,26.88,18.19,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,21,27.07,18.39,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,22,27.24,18.57,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,23,27.39,18.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,24,27.51,18.88,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,25,27.62,19.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,26,27.71,19.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,27,27.79,19.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,28,27.86,19.31,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,29,27.92,19.38,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,30,27.97,19.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,1,4.4,2.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,2,8.2,5.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,3,11.46,7.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,4,14.27,9.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,5,16.69,11.28,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,6,18.77,12.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,7,20.56,14.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,8,22.1,15.43,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,9,23.42,16.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,10,24.57,17.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,11,25.55,18.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,12,26.4,19.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,13,27.12,19.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,14,27.75,20.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,15,28.29,20.87,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,16,28.75,21.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,17,29.15,21.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,18,29.5,22.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,19,29.79,22.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,20,30.05,22.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,21,30.27,22.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,22,30.46,23.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,23,30.62,23.42,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,24,30.76,23.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,25,30.88,23.76,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,26,30.98,23.9,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,27,31.07,24.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,28,31.15,24.13,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,29,31.21,24.23,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Hevea brasiliensis,30,31.27,24.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,1,4.4,2.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,2,8.2,5.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,3,11.46,7.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,4,14.27,9.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,5,16.69,11.28,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,6,18.77,12.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,7,20.56,14.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,8,22.1,15.43,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,9,23.42,16.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,10,24.57,17.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,11,25.55,18.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,12,26.4,19.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,13,27.12,19.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,14,27.75,20.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,15,28.29,20.87,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,16,28.75,21.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,17,29.15,21.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,18,29.5,22.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,19,29.79,22.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,20,30.05,22.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,21,30.27,22.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,22,30.46,23.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,23,30.62,23.42,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,24,30.76,23.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,25,30.88,23.76,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,26,30.98,23.9,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,27,31.07,24.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,28,31.15,24.13,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,29,31.21,24.23,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia saman,30,31.27,24.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,1,4.4,2.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,2,8.2,5.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,3,11.46,7.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,4,14.27,9.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,5,16.69,11.28,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,6,18.77,12.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,7,20.56,14.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,8,22.1,15.43,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,9,23.42,16.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,10,24.57,17.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,11,25.55,18.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,12,26.4,19.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,13,27.12,19.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,14,27.75,20.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,15,28.29,20.87,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,16,28.75,21.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,17,29.15,21.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,18,29.5,22.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,19,29.79,22.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,20,30.05,22.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,21,30.27,22.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,22,30.46,23.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia bellirica,23,30.62,23.42,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
